replyID,replyDate,reply_object,replyInfoHead,typeNameD,stateInfo,single_url
16930271,2022-12-16 00:47,河北省邯郸市肥乡区委书记,农村天然气停气，做饭取暖成百姓日常大问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16930271&from=search
16930249,2022-12-16 00:43,河北省沧州市泊头市委书记,天然气断气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16930249&from=search
16928337,2022-12-15 20:19,河北省邯郸市邱县县委书记,中燃公司随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16928337&from=search
16927400,2022-12-15 12:45,河北省委书记倪岳峰,利坤燃气公司随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16927400&from=search
16926971,2022-12-15 09:52,河北省委书记倪岳峰,农村煤改气让广大农民挨冻、受累,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16926971&from=search
16922869,2022-12-14 23:51,河北省邯郸市市长樊成华,天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16922869&from=search
16920521,2022-12-14 18:37,河北省沧州市吴桥县委书记,入冬来天然气几乎每天都停,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16920521&from=search
16920439,2022-12-14 18:14,河北省沧州市青县县委书记,奥德燃气公司冬季供暖随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16920439&from=search
16920183,2022-12-14 13:56,河北省邯郸市委书记张维亮,河北省邯郸市邱县冬天晚上停气，无法取暖，百姓,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16920183&from=search
16914523,2022-12-13 21:05,河北省省长王正谱,冬季取暖，燃气限购,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16914523&from=search
16913847,2022-12-13 19:44,河北省委书记倪岳峰,关于保定市博野县北两合村燃气总停气的问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16913847&from=search
16912203,2022-12-13 08:44,河北省委书记倪岳峰,天然气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16912203&from=search
16910419,2022-12-13 04:34,河北省定州市委书记张涛,河北省定州市孙家庄村新奥燃气停供天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16910419&from=search
16909327,2022-12-13 02:32,河北省沧州市泊头市委书记,泊头文庙地区停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16909327&from=search
16904490,2022-12-12 09:05,河北省沧州市泊头市委书记,泊头奥德燃气公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16904490&from=search
16898682,2022-12-11 21:24,河北省沧州市泊头市委书记,燃气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16898682&from=search
16897657,2022-12-11 19:37,河北省沧州市泊头市委书记,王武镇燃气公司停气停暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16897657&from=search
16896404,2022-12-11 09:32,河北省邯郸市邱县县委书记,半夜天然气停气,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=16896404&from=search
16895675,2022-12-11 07:37,河北省委书记倪岳峰,要求农民煤改气冬季天然气限购经常停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16895675&from=search
16895591,2022-12-11 07:23,河北省沧州市吴桥县委书记,中燃天然气公司随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16895591&from=search
16894716,2022-12-11 05:02,河北省邯郸市委书记张维亮,燃气公司限购燃气，还停气。,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=16894716&from=search
16894545,2022-12-11 04:31,河北省邯郸市委书记张维亮,鸡泽县中燃天然气公司半夜断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16894545&from=search
16892462,2022-12-10 22:46,河北省沧州市委书记康彦民,奥德天然气公司不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16892462&from=search
16890692,2022-12-10 14:46,河北省委书记倪岳峰,农村取暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16890692&from=search
16888325,2022-12-10 04:47,河北省沧州市献县县委书记,乐寿镇南街村百川燃气停气3天了,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16888325&from=search
16880733,2022-12-09 03:49,河北省沧州市青县县委书记,燃气供应不足无法取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16880733&from=search
16871597,2022-12-08 03:55,河北省石家庄市元氏县委书记,冬季采暖期天燃气公司无缘无故长时间停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16871597&from=search
16868357,2022-12-07 22:36,河北省委书记倪岳峰,定州市赛里村停气停暖，不让交费,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16868357&from=search
16865436,2022-12-07 14:46,河北省保定市涞水县委书记,涞水中燃半夜停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16865436&from=search
16856555,2022-12-06 20:34,河北省邯郸市大名县委书记,天然气停气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16856555&from=search
16854499,2022-12-06 09:53,河北省保定市徐水区委书记,天然气晚上老停气希望领导解决一下,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16854499&from=search
16853217,2022-12-06 07:34,河北省省长王正谱,沧州市献县中燃燃气隔三差五每天断供天然气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16853217&from=search
16849022,2022-12-06 00:34,河北省保定市易县县委书记,易县桥头乡村民冬季取暖的投诉,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16849022&from=search
16847383,2022-12-05 21:48,河北省沧州市委书记康彦民,沧州献县河街小万村等村天然气多次停供且时间长,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16847383&from=search
16847046,2022-12-05 21:18,河北省沧州市献县县委书记,供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16847046&from=search
16846445,2022-12-05 20:23,河北省保定市委书记党晓龙,中燃燃气公司天然气限购和随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16846445&from=search
12465085,2022-01-02 02:04,河北省委书记倪岳峰,涞水县燃气三九天无故、无提前通知停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12465085&from=search
12523903,2022-01-05 10:55,河北省石家庄市桥西区委书记,关于留营华苑天然气经常性长时间停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12523903&from=search
12530300,2022-01-05 21:37,河北省委书记倪岳峰,天然气断供，做饭成问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12530300&from=search
12617422,2022-01-12 18:35,河北省邯郸市永年区委书记,燃气经常停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12617422&from=search
12684448,2022-01-18 22:58,河北省邯郸市肥乡区委书记,村里，停气问题谁能给解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12684448&from=search
12690634,2022-01-19 08:32,河北省邯郸市肥乡区委书记,停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12690634&from=search
12699601,2022-01-20 04:48,河北省石家庄市委书记张超超,留营华苑经常性长时间停气，停气期间扣费问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12699601&from=search
12700169,2022-01-20 05:57,河北省石家庄市市长马宇骏,长安区南村镇新南家园小区天然气断供多日,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12700169&from=search
12711023,2022-01-21 05:09,河北省沧州市委书记康彦民,奥德燃气公司供暖总停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12711023&from=search
12715187,2022-01-21 18:23,河北省邯郸市涉县县委书记,问题反映,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12715187&from=search
12717473,2022-01-21 22:45,河北省沧州市泊头市委书记,投诉奥德燃气公司供气不到位问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12717473&from=search
12730097,2022-01-23 05:31,河北省邯郸市鸡泽县委书记,天气寒冷，没有燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12730097&from=search
12732040,2022-01-23 09:20,河北省委书记倪岳峰,求助,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12732040&from=search
12732550,2022-01-23 10:20,河北省邯郸市永年区委书记,一到冬天天天停气，做饭都是问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12732550&from=search
12732623,2022-01-23 10:34,河北省邯郸市永年区委书记,天然气公司长时间不按时送气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12732623&from=search
12734418,2022-01-23 20:14,河北省承德市滦平县委书记,滦平大屯窑沟门异地搬迁小区供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12734418&from=search
12735050,2022-01-23 21:09,河北省邯郸市委书记张维亮,天然气天天半夜停气,做饭停气,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=12735050&from=search
12737582,2022-01-24 00:46,河北省邯郸市委书记张维亮,壁挂炉不能自动启动，问题始终不解决该谁监管,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12737582&from=search
12740720,2022-01-24 05:23,河北省邯郸市永年区委书记,华燃长通三九天无故停气，电话打不通,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12740720&from=search
12742637,2022-01-24 08:46,河北省邯郸市委书记张维亮,永年华燃长通谁该管管它,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12742637&from=search
12746085,2022-01-24 20:59,河北省邯郸市委书记张维亮,邯郸市永年区甄庄村煤改气，经常停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12746085&from=search
12748227,2022-01-25 00:30,河北省保定市徐水区委书记,天然气总是停,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12748227&from=search
12775365,2022-01-27 18:24,河北省邯郸市委书记张维亮,供暖问题反映,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12775365&from=search
12785316,2022-01-28 21:50,河北省委书记倪岳峰,邯郸市丛台区小西堡乡王吕寨村冬季总是停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12785316&from=search
12789639,2022-01-29 07:25,河北省邯郸市委书记张维亮,关于永年区燃气供应不足经常停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12789639&from=search
12799193,2022-01-30 18:31,河北省委书记倪岳峰,大冬天经常停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12799193&from=search
12801997,2022-01-31 06:29,河北省保定市委书记党晓龙,燃气公司每天停气不能正常取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12801997&from=search
12804912,2022-02-01 03:49,河北省保定市委书记党晓龙,满城区多个村燃气供不上,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12804912&from=search
12807057,2022-02-01 19:22,河北省邯郸市市长樊成华,束馆镇北束馆村天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12807057&from=search
12822489,2022-02-05 09:56,河北省沧州市沧州渤海新区党工委书记,黄骅港政务大厅燃气购买处节假日期间能否安排人,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12822489&from=search
12864528,2022-02-09 11:56,河北省保定市高碑店市委书记,泗庄镇供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12864528&from=search
12889133,2022-02-12 06:58,河北省邯郸市广平县委书记,天然气断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12889133&from=search
12893559,2022-02-12 23:47,河北省衡水市委书记吴晓华,河北省衡水市武强县无法雪天无法取暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12893559&from=search
12897844,2022-02-13 11:08,河北省保定市满城区委书记,天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12897844&from=search
12903782,2022-02-14 05:23,河北省邯郸市肥乡区委书记,农村天然气供应不上,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12903782&from=search
12904823,2022-02-14 07:50,河北省邯郸市广平县委书记,燃气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12904823&from=search
12906625,2022-02-14 16:48,河北省保定市委书记党晓龙,燃气频繁断气,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=12906625&from=search
12908378,2022-02-14 21:26,河北省邯郸市邱县县委书记,天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12908378&from=search
12909479,2022-02-14 23:14,河北省委书记倪岳峰,关于邯郸市邱县陈村回族乡供气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12909479&from=search
12916236,2022-02-15 18:07,河北省衡水市市长董晓航,安平县辉煌能源有限公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12916236&from=search
12925071,2022-02-16 06:18,河北省沧州市东光县委书记,灯明寺镇大安达村停天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12925071&from=search
12982756,2022-02-17 09:28,河北省邯郸市市长樊成华,怎么冷的天为什么我们这里总是停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12982756&from=search
12987154,2022-02-17 10:26,河北省保定市唐县县委书记,夜间停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12987154&from=search
12989124,2022-02-17 11:01,河北省保定市市长闫继红,满城区神星镇大楼村,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12989124&from=search
12992522,2022-02-17 15:04,河北省保定市委书记党晓龙,白沟翔灿燃气公司持续半个月凌晨停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12992522&from=search
12997180,2022-02-17 19:22,河北省邯郸市委书记张维亮,提前对管网进行降温,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12997180&from=search
13038784,2022-02-18 02:27,河北省邢台市委书记,巨鹿县煤改气取暖问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13038784&from=search
13064006,2022-02-18 08:18,河北省邯郸市永年区委书记,永年区好多小区从昨晚停气至今,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13064006&from=search
13065530,2022-02-18 08:41,河北省省长王正谱,求助省领导，邯郸市永年区何时能解决燃气不足问,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13065530&from=search
13065847,2022-02-18 08:45,河北省委书记倪岳峰,农村天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13065847&from=search
13082016,2022-02-18 19:12,河北省省长王正谱,河北省邯郸市曲周县大河道乡,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13082016&from=search
13086432,2022-02-18 20:27,河北省省长王正谱,邯郸永年天然气气常停气，人们生活取暖无保障,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=13086432&from=search
13147260,2022-02-19 07:22,河北省邯郸市曲周县委书记,天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13147260&from=search
13147493,2022-02-19 07:25,河北省邯郸市委书记张维亮,天然气随时停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13147493&from=search
13150016,2022-02-19 07:52,河北省承德市承德县委书记,承德县高寺台暖气不热,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13150016&from=search
13244253,2022-02-20 07:39,河北省雄安新区党工委书记张国华,请求领导百忙之中关注一下,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=13244253&from=search
13314599,2022-02-21 09:08,河北省保定市高碑店市委书记,天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13314599&from=search
13315014,2022-02-21 09:14,河北省保定市委书记党晓龙,停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13315014&from=search
13347280,2022-02-22 02:23,河北省保定市市长闫继红,供暖季停气，让老百姓如何过冬,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13347280&from=search
13347586,2022-02-22 02:33,河北省保定市定兴县委书记,每天凌晨至上午停气，让老人和孩子如何过冬,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13347586&from=search
13359663,2022-02-22 08:31,河北省委书记倪岳峰,河北华燃长通燃气公司长时间停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13359663&from=search
13360543,2022-02-22 08:58,河北省保定市安国市委书记,安国市黄台村燃气到晚上就停,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13360543&from=search
13424879,2022-02-23 20:13,河北省邯郸市委书记张维亮,峰峰矿区人民到吃饭点燃气公司就停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13424879&from=search
13459170,2022-02-24 04:39,河北省保定市定兴县委书记,老是断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13459170&from=search
13761952,2022-03-12 08:49,河北省邯郸市委书记张维亮,邯郸市肥乡区元固乡金河苑小区停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13761952&from=search
13791000,2022-03-15 03:03,河北省邯郸市委书记张维亮,天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13791000&from=search
13811234,2022-03-16 20:40,河北省委书记倪岳峰,天然气供应问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13811234&from=search
13828406,2022-03-18 02:30,河北省邯郸市丛台区委书记,丛台区建元小区二期暖气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13828406&from=search
13892537,2022-03-23 21:09,河北省唐山市古冶区委书记,古冶区府西里小区供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13892537&from=search
14121099,2022-04-13 06:24,河北省邯郸市魏县县委书记,天然气三天没气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14121099&from=search
14263673,2022-04-21 04:48,河北省石家庄市鹿泉区委书记,二街拆迁工作搁置,停气停网, 居民如何生活 投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=14263673&from=search
14298469,2022-04-23 12:02,河北省石家庄市藁城区委书记,关于天然气公司乱收费问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=14298469&from=search
14461632,2022-05-02 08:14,河北省保定市委书记党晓龙,求助,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14461632&from=search
14545808,2022-05-07 09:49,河北省保定市委书记党晓龙,不知道领导知不知道这个情况,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14545808&from=search
14719215,2022-05-15 22:43,河北省保定市委书记党晓龙,南庄头村停水停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14719215&from=search
14945932,2022-06-01 22:58,河北省石家庄市市长马宇骏,请给中考孩子一个安静安全安心环境,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14945932&from=search
15113523,2022-06-16 06:58,河北省委书记倪岳峰,邯郸华润燃气公司强行收费,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15113523&from=search
15144786,2022-06-19 07:59,河北省石家庄市桥西区委书记,仓顺路留村家园不是停水就是停气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=15144786&from=search
15168523,2022-06-21 06:54,河北省保定市委书记党晓龙,新奥燃气公司强制更换燃气灶,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15168523&from=search
15216930,2022-06-25 09:15,河北省保定市委书记党晓龙,酷暑停电,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15216930&from=search
15219352,2022-06-25 20:07,河北省沧州市委书记康彦民,不购买公司燃气灶就不达标断气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15219352&from=search
15325911,2022-07-04 22:22,河北省委书记倪岳峰,三河全员强制安装燃气装置的问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15325911&from=search
15376489,2022-07-08 23:42,河北省石家庄市委书记张超超,石家庄金明燃气有限公司燃气安全装置安装难,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15376489&from=search
15393083,2022-07-10 22:05,河北省保定市委书记党晓龙,关于新奥燃气公司强制要求居民更换新燃气灶问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15393083&from=search
15519015,2022-07-21 21:32,河北省定州市委书记张涛,天然气整改必须买天然气公司零件吗,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15519015&from=search
15533881,2022-07-23 04:59,河北省委书记倪岳峰,粗暴方式不解决燃气实际问题，强制换表停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15533881&from=search
15539326,2022-07-24 20:07,河北省石家庄市委书记张超超,强制换表停气，燃气公司霸道,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15539326&from=search
15600938,2022-07-31 09:19,河北省石家庄市委书记张超超,天然气停气！基本生活无法保障！,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15600938&from=search
15609847,2022-08-01 05:45,河北省委书记倪岳峰,申请改热力集中供暖,建言,待回复,http://liuyan.people.com.cn/threads/content?tid=15609847&from=search
15653298,2022-08-06 03:15,河北省沧州市泊头市委书记,新安装的管道存在安全隐患,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=15653298&from=search
15703789,2022-08-12 02:27,河北省石家庄市委书记张超超,石家庄国宾壹号小区23号楼停天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15703789&from=search
15759783,2022-08-18 06:55,河北省石家庄市市长马宇骏,新奥燃气突然停气,强迫安装自闭阀,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=15759783&from=search
15787722,2022-08-21 20:33,河北省沧州市肃宁县委书记,南石宝村天然停气好几天了没法做饭,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15787722&from=search
15802555,2022-08-23 04:05,河北省秦皇岛市市长丁伟,有关居民安装燃气自闭阀的问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15802555&from=search
15812301,2022-08-24 04:28,河北省保定市市长闫继红,颉庄村拆迁问题,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15812301&from=search
15829895,2022-08-25 23:38,河北省石家庄市委书记张超超,关于新奥燃气安装自闭阀的有关疑问,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15829895&from=search
15834170,2022-08-26 07:23,河北省石家庄市市长马宇骏,燃气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15834170&from=search
15837132,2022-08-26 20:55,河北省石家庄市裕华区委书记,新奥燃气随意停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15837132&from=search
15971454,2022-09-09 22:48,河北省邯郸市磁县县委书记,邯郸磁县观台镇西保障村天然气断气一周多不通气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15971454&from=search
16016101,2022-09-14 22:07,河北省石家庄市市长马宇骏,1500户居民燃气费用20万480天未退还,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16016101&from=search
16121917,2022-09-25 08:32,河北省邯郸市委书记张维亮,停居民燃气30日,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16121917&from=search
16262419,2022-10-12 20:22,河北省邯郸市峰峰矿区委书记,民生问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16262419&from=search
16415624,2022-10-29 23:04,河北省省长王正谱,煤改气供暖问题,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16415624&from=search
16421002,2022-10-30 11:09,河北省保定市市长闫继红,目前北刘各庄尚有20多户未拆迁,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16421002&from=search
16492785,2022-11-06 00:57,河北省委书记倪岳峰,邯郸市峰峰矿区煤气公司无缘无故的给老百姓停气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16492785&from=search
16557452,2022-11-10 08:03,河北省邯郸市委书记张维亮,取暖问题，希望领导解决,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16557452&from=search
16563587,2022-11-10 23:04,河北省石家庄市平山县委书记,隆城绿都小区现在天天天然气停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16563587&from=search
16592922,2022-11-13 09:11,河北省保定市定兴县委书记,无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16592922&from=search
16614769,2022-11-15 02:13,河北省邯郸市峰峰矿区委书记,暖气年年不热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16614769&from=search
16640950,2022-11-17 01:34,河北省保定市委书记党晓龙,中燃宏洁安国分公司擅自停止供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16640950&from=search
16645926,2022-11-17 07:49,河北省委书记倪岳峰,涞水县中燃公司供暖季限购100元燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16645926&from=search
16649892,2022-11-17 20:24,河北省邯郸市委书记张维亮,肥乡区东河头堡金河苑小区取暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16649892&from=search
16652083,2022-11-17 23:02,河北省雄安新区雄县县委书记,天燃气什么时候给供,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=16652083&from=search
16653310,2022-11-18 00:46,河北省邯郸市委书记张维亮,取暖问题，希望领导给解决一下,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16653310&from=search
16670590,2022-11-19 17:44,河北省保定市委书记党晓龙,请求清苑区臧村镇政府恢复燃气管道供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16670590&from=search
16673150,2022-11-19 23:44,河北省保定市委书记党晓龙,富瑞康天然气公司停气一周至今不维修,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16673150&from=search
16691314,2022-11-21 09:18,河北省邯郸市委书记张维亮,曲周县南里岳乡北马店村天燃气无法使用,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16691314&from=search
16695494,2022-11-21 22:17,河北省省长王正谱,保定涞水农村好几年冬天挨冻，望解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16695494&from=search
16721104,2022-11-24 01:51,河北省委书记倪岳峰,中燃限购停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16721104&from=search
16750199,2022-11-26 19:30,河北省保定市委书记党晓龙,中燃限购停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16750199&from=search
16765217,2022-11-28 01:35,河北省委书记倪岳峰,河北省保定市定兴县中燃集团天然气总是停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16765217&from=search
16768373,2022-11-28 06:00,河北省保定市市长闫继红,供暖改造了，到底造福了谁,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16768373&from=search
16780966,2022-11-29 06:30,河北省沧州市委书记康彦民,天然气供气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16780966&from=search
16784510,2022-11-29 19:28,河北省唐山市古冶区委书记,暖气停暖了,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16784510&from=search
16785247,2022-11-29 20:28,河北省沧州市委书记康彦民,煤改气，总停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16785247&from=search
16807064,2022-12-01 19:43,河北省保定市委书记党晓龙,天然气供应,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16807064&from=search
16807134,2022-12-01 19:51,河北省保定市定兴县委书记,燃气，一直停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16807134&from=search
