,省,市,区,地址,adcode
168,辽宁省,大连市,,沙区玉华街30和32号楼72户居民停气的第40天。40天里，有各种理由无法开工！有各种理由各管一摊！有各种理由解释说明！,210200
169,辽宁省,大连市,沙河口区,新建东街41号楼住户，我家停气已经快两个星期，目前已挂表。两周前华润燃气的员工说隔天会来测压通气，一直到现在没有下文。打了华润客服电话也没有消息。请政府帮我解决燃气通气问题！,210204
170,辽宁省,大连市,中山区,景山小区从2月份开始停供煤气，之后说给开通天然气，但现在过去2个多月了，煤气也没有，天然气也没有，给煤气公司打电话一问三不知，什么时候能让老百姓正常吃上饭,210202
171,辽宁省,大连市,甘井子区,橄榄季小区哲林北园39号楼2单元的住户，因本单元有一户居民家天然气泄露，2022年4月11日报修，燃气公司来人把楼下总阀门给关了，导致本单元没有燃气用。但是直至2022年4月21日仍未来人维修。期间已经打了无数次96177电话，每次都跟我们说“下单了，等师傅来修”，“不清楚什么时候。”拨打了12345也没有回复！这期间从未给出实际解决办法！停气十来天了，严重影响生活，请领导尽快帮助解决。请华润燃气公司尽快给我们橄榄季小区39号楼2单元来维修通气。谢谢！,210211
172,,,,,
173,辽宁省,大连市,中山区,高洁巷5-2-4xx，燃气改造家中停气近一个月，期间没有接到任何通知，门洞也没有张贴通知，这样的施工进度没人管吗？，这就是所谓的民生工程吗？ 望安排相关人员尽快与我联系解决。,210202
174,辽宁省,大连市,甘井子区,椒金山街道青秀蓝湾2期6号楼业主，因为燃气的问题投诉你们，华润燃气和中铁建开发商，我投诉了4次了，每次都是甘井子住建局来负责回复，但是因为中铁建开发商和华润燃气，他俩互相扯皮没人承认是自己的问题，都不愿意出维修的费用，导致我们整个单元21户停气近4个月无人管，每次投诉完都是甘井子住建局负责协调，但是每次都没有结果，也协调不成功，也不知道也划分不清到底是谁的责任，就这么一直托着，,210211
175,辽宁省,大连市,中山区,高原街19号居民，就想问一下煤气改领导好，请问煤气改造完成后恢复供气难道很难吗？由于楼外管道和室内的燃气表早已提前安装完毕，就只剩下新安装的主管与地下煤气主管未连接 。通知本楼于2022年3月14日至3月30日停气改造，3月24号前改造完成并回填，至今未能恢复供气，在这期间多次致电华润燃气无果，这一严重影响了老百姓的生活，愿此次的投诉能得到恢复。,210202
176,,,,,
177,辽宁省,大连市,甘井子区,香周路，从21年8停气更换管线，发现未安装反应给现场人员答复会再组织一次统一安装，直到撤离现场也未给解决。后多次反应到燃气和市长12345热线，也未得到燃气公司回复。希望相关领导能给予帮助解决，孔现场安装人员前期已打好。谢谢！,210211
178,辽宁省,丹东市,,金山热电，由于老旧小区，室内有一根总的回水管，于一个月左右报修四次。最近一次于2022年3月30日晚上7点，维修人员检查为沙眼漏点，由于角度刁钻，不太好处理，劝我坚持一下等到4月1日停气就好了，如果实在不行打电话再来人将总阀关闭。我简单将管子做好引水措施后就寝，于31日凌晨0掉起床观察，感觉水流变大，联系维修人员，其以某些原因不能关闭外面主管道为由提出让我继续坚持。我再三打投诉电话未果。,210600
179,,,,,
180,辽宁省,辽阳市,白塔区,巴塞罗那小区，中燃供暖，为什么取暖期没到，三月就不给供暖，全小区老百姓，多次反应，有关部门不予理会解决，现在求助有关领导，能够给予我们解决这个问题，我们取暖费交的有什么用？老老小小冻的生病怎么办？中燃没人理会这个事情，没到停气的时间公然不给我们供暖，凭什么？,211002
181,,,,,
182,辽宁省,大连市,中山区,捷凤街35号楼的居民，从3月1日起，我们捷凤街燃气管道改造维修停气，现在其他楼都陆续早就复供煤气，然而我们35号楼一直没人管，打96177无数次都是说之后有人联系我，然而从来没人联系， 拜托领导 真心帮帮忙让华润公司快点联系我们给我们楼通气吧。谢谢。,210202
183,辽宁省,营口市,,封小区，由于疫情大家都在家里，3月15日开始降温，3月23日继续低温，热电提前停气，有没有人管 ,210800
184,,,,,
185,辽宁省,大连市,沙河口区,玉华街30号和32号楼停气，截止现在一直没有供气。给96177打了6个电话，都是说下工单催促，不知道什么时候能供气。,210204
186,辽宁省,阜新市,,恒强马德里小区，开发至今十年了，小区至今烂尾，玉龙新城最早开发的高档小区现在成了弃管小区，满目疮痍，希望书记来走走。,210900
187,湖南省,,,地区供暖经常断气，水暖管完全是停止了供热的冰凉状态，近来更是严重，屋里温度很低。还没出供暖期，百姓也是花钱交的费用，供暖公司怎么能这样干？望领导调查解决！,430000
188,辽宁省,大连市,中山区,老虎滩街道亿泰庄园7号楼2单元，2022年2月14日晚，华润燃气公司通知燃气维修，停供天然气时间大概两天。却一直停气直至今日。期间致电华润燃气，致电12345，没有得到任何反馈结果，也没有维修没有通知。12345给出反馈个别用户管线包封无法施工。整个单元停气一个多月的时间，家里不能做饭，因安装燃气热水器，导致无法用热水也无法洗澡，现在大连疫情洗浴关闭。希望领导能尽快帮忙解决谢谢,210202
189,辽宁省,大连市,,甘井子万吉东园24号1单元，投诉华润燃气不作为，自2022年1月10日开始到今天3月14日，燃气泄漏导致整个单元停气，2个多月找不到漏点，投诉无门，导致我们21户一直用不上燃气，现在陷入无限期等待，没人来维系，这两个月期间来了3波人维修和打压，都是走过场，没有干实事的人，至今不知道漏点在哪，一直在浪费时间。请求上级部门整治一下老百姓就想尽快用上燃气。,210200
190,辽宁省,沈阳市,铁西区,惠天热电停止供暖，铁西区兴华南街25-5号罗曼春天小区，目前疫情孩子都放假在家，家里没有暖气，一个冬天供暖都极差，请求市委书记为民做主,210106
191,,,,,
192,辽宁省,鞍山市,立山区,曙光路95栋--109栋，深沟寺九区。煤气公司于2022.3.3停止供气！给出的通知是“管道接点，停气7天”。据我们看到的，周围大概有五栋楼左右。只有四五个人员在施工！每天九点多来，下午四点多就结束！,210304
193,,,,,
194,,,,,
195,重庆市,县,,里领导给个说法，退取暖费钱,500200
196,辽宁省,沈阳市,,申请店铺内安装燃气，当时安装费为五千多元，捆绑强制安装燃气报警器七百多元，一共花费了六千多元。现在燃气公司工作人员以政府规定为由说我的燃气报警器不合格需要从新安装，价格大概三千左右，不安装强行停气。说这是政府让这么做的。,210100
197,,,,,
198,,,,,
199,,,,,
200,,,,,
201,,,,,
202,辽宁省,辽阳市,白塔区,文圣街道怀王小区内供暖管道严重腐蚀，早就应该更换，到现在仍然糊弄、不换。造成去年冬天5次供暖管道漏水停暖，今冬至现在，又有4次漏水停暖。昨天漏水刚修好，今天又有一处漏水，现在维修。已经停气两天，希望书记过问此事，供暖期结束更换管道才能彻底消除隐患。,211002
203,辽宁省,大连市,,春柳，煤气停供了一个多月了，天然气都没按好，找的都是临时工，而且都没有资质，按了拆，拆了按的，最后还是上不了气，马上过年了，说是昨天全部给上气，结果人又不知道哪里去了，今天1月30号，看来年前无望了，邻居打了12345，结果什么用没有,210200
204,,,,,
205,,,,,
206,,,,,
207,辽宁省,大连市,,城建水平，降低人民生活满意度。华润燃气于21年8月份在楼下张贴通知，进行天然气置换，并在9月份中旬突然将煤气停掉，停气通知在停气后张贴，之后本人多次电话沟通催促后，只在9月末完成管道入户，以后施工人员三次进家中查看，但都未实施挂表，至今未通气，长达4个月，对于未挂表工作人员也从未给出具体原因。,210200
208,辽宁省,大连市,西岗区,长春街街13号2单元1xx，17号因为工作原因没赶上统一点火通气（华润16号晚上贴的通知），导致至今没办法使用燃气（7号停气），打96177天然气服务专线6次，每次都说给你催着办理，在微信平台也登记4次，都是反馈已受理，但始终无人给上门服务，严重影响正常生活了，请政府给予帮助，祝各位领导小年快乐！,210203
209,,,,,
210,辽宁省,大连市,,门小区12号楼住户，我们楼燃气改造已完成，别人家已供气两个月了，我们家只打了个孔没给挂表，问燃气公司客服回复是工程部会联系我，但联系了客服多次都这样回复，工程部始终没人联系我，后多次打12345市长热线，回复是情况属实燃气会联系我的，但至今没人联系，马上春节了，没有燃气太不方便了，太影响我的生活了，拜托领导能帮忙解决下，谢谢！,210200
211,辽宁省,大连市,金州区,悦泰山里7号楼，于1个月前停供天然气，多次反应，只说是有不符合安全的地方要整改，但至今未看到任何整改措施，恢复供应更是遥遥无期，春节期间老百姓不用吃饭？？不合规当初为什么会检验通过？这些问题为什么要我们来买单？请政府相关部门给出解决办法。,210213
212,辽宁省,大连市,沙河口区, 春芳街35号  2-5-3 号， 2021年12月进行天然气改造后整个楼已经开通天然气。 但我家气源被停， 原因： 华润燃气 的管网在楼体外， 我家炉灶位置没在阳台， 因此需要施工。 至今无人施工。,210204
213,辽宁省,大连市,西岗区,三环街居民，华润燃气通知我们一月15.16日两天进行燃气开通，我们等了两天，（说明一下10号已经停煤气了），无果。周日晚开始每天连续致电96177，答复，等电话安排。但至今也没人通知，家里依然无火。试问领导：马上过年了，我们小区家里没有燃气的怎么过年，全用电？上个月连续停电3次，据说是因为线路老化，过年大家集中用点能不能行？是否还会出现停电停气？望及时给予解决。,210203
214,辽宁省,大连市,西岗区,半岛故乡小区在没有天然气置换计划的情况下，主管网输入天然气，之后华润燃气采取了相关补救措施，但进展换缓慢，大多都是外包人家在兜售管线和炉灶。我们新日街32号楼2单元相关住户早已完成置换前准备工作，但华润燃气工作人员五天前上门说主管线有漏点，时隔多人，无人维修。临近春节，家中没有燃气，我们的正常生活受到严重影响，恳请书记能帮忙协调解决此事。,210203
215,,,,,
216,辽宁省,大连市,沙河口区,连山街，2021夏季停气置换天然气，楼内其他户通气很久，第一批挂表人员，入户后未表明原因，就走了，说等其他人过来，以后就没来人了。打了很多电话，11月初左右，来了一个人，说我家的表复杂，需要给柜子打孔，要400元，由于其他户都是免费的，而我家最多也就打两个孔，400也很难接受，当时未挂，后面打电话让客服报收费标准，客服说他不清楚，要工程回电话，之后还是前面来的师傅回电说可以自己打孔，然后可以安装,210204
217,辽宁省,大连市,西岗区,半岛故乡小区，天然气改造，整个小区停气五天，大部分业主家中连表都没有挂就擅自切断煤气。希望尽快解决问题，让住户过上正常的生活。,210203
218,,,,,
219,,,,,
220,辽宁省,大连市,沙河口区,香周路275号楼普普通通小老百姓，12月22号停气到至今没有给气，打很多次电话也没有解决，家里有两位八十九岁老人也不会用电，希望各位领导给予帮助解决。,210204
221,,,,,
222,,,,,
223,辽宁省,大连市,沙河口区,南河街的住户，2021年的8月底，华润燃气张贴通知停气改造15天。因正赶上政府老楼改造工程就耽误了工期，直到10月份给安装完成，11月份西南路所的工作人员上门复查！告知我燃气表安装不合格。需要改造！至今无人问无人管，12月13日我通过12345热线反应了此情况！到28号左右，12345客服告诉我需要15个工作日才能回复，但是日是30号，也没人回复没人问，希望领导帮助一个百姓的诉求！,210204
224,辽宁省,大连市,沙河口区,桃山小区居民，自去年大连天然气改造工程实施以来，整栋单元楼的改造工程还未完工，至今停气已有将近1年时间，给整栋单元楼的居民生活带来很多不变，去西南路天然气营业厅反应问题多次，但是相关负责人以各种理由推脱不预解决问题！,210204
225,,,,,
226,辽宁省,大连市,沙河口区,珍珠巷14号3-5**居民，天然气改造现在家里停供煤气，天然气也不给通气，都半个多月了，请问什么时候能给通气，什么原因导致的现在不通气，春节就要到了，还不能让我们过个正常节日吗？,210204
227,辽宁省,大连市,沙河口区,珍珠巷20号春柳河小区3单元5**的业主，自政府通知天然气置换开始，我们小区自12月中旬煤气停气到今天2022年1月8日都没能通天然气，按照政府官方发布的通知2021年12月31日到2022年1月1日完成我们这片区域的天然气置换，已经远远没达到时间要求，已经影响到我们正常生活，做饭！希望有关部门能够介入监督解决！,210204
228,,,,,
229,,,,,
230,,,,,
231,辽宁省,大连市,甘井子区,新华绿洲小区32号楼1单元*-*居民，由于我们小区目前正在煤气改燃气阶段，家里煤气已经停气，燃气管路已经接通就等着开阀通气，目前已经过去半个月之久，迟迟无法通气，之前打了多次华润燃气公司客服96177电话，也没解决问题，实在影响正常生活，另外我们物业在这期间不但没起到积极作用。,210211
232,,,,,
233,辽宁省,大连市,甘井子区,华北路17号楼,210211
234,辽宁省,营口市,,物业管理条例》中的政府指导价是多少？     3、物业公司定价物业费1.2元/平米包含哪些项目，依据什么？     4、物业公司是否应在小区显著位置公示且已公示条例第二十四条内容 ？     5、如缴费，是否可以提供正规发票？ 烦请相关部门尽快处理，便于我尽快缴纳合理的物业管理费用。谢谢！！,210800
235,辽宁省,大连市,甘井子区,绿洲园4*号楼*单元7**的居民，华润燃气近期在我小区进行天然气置换工作，元旦之前给我换表，把燃气阀门关了，告诉我节后联系开阀。现在节后打电话，客服不但态度恶劣，停这么多天了，还叫我等五个工作日。,210211
236,,,,,
237,,,,,
238,辽宁省,大连市,甘井子区,绿洲园业主，12月16号天然气置换，到现在一直不能使用燃气。换完表给关了阀门，不能使用。一直没人跟我联系，生活不方便，望领导尽快予以解決。我是绿洲园13-3单元的,210211
239,,,,,
240,吉林省,吉林市,龙潭区,铁东荒山小区居民，今天早上我们小区栋楼都停供热了，打电话询问说是暖气坏了，何时回复不清楚。这么冷的天，家家都有老人孩子，怎么能受得了，希望政府高度重视，尽快解决,220203
241,吉林省,长春市,绿园区,东风街道创业社区正阳小区，入冬以来，暖气已经停气好几次了，正常供热温度也不够，2022年1216日开始到17日9点一直没来，天气还降温了，都在家里穿室外的衣服，有病的人还多，，请求给我们帮助,220106
242,,,,,
243,吉林省,长春市,绿园区,城西镇聚富社区聚富小区的居民 前期反应的供热问题，城西镇相关领导给联系的是荣祥供热，说需要考察，等待结果！可是仅一路之隔的金色小区是春城热力供热，并且我们曾在12345公众号中得到相关反馈，聚富小区所属区域集中供热也归属春城热力范围，并且区里针对集中供热一事也是回复长热集团春城热力，居民一致要求政府协调春城热力，进行并网事宜！我们不相信私企，只相信国家政府的企业长热集团春城热力！,220106
244,吉林省,四平市,公主岭市,四季鑫城小区供热不达标。外面气温高就基本不给供暖。供暖期总是晚给早停。供暖期间各种理由维修停气。夜间给气时基本不冰手，白天暖气管冰凉。我们交的是最高额取暖费，享受的却是最低的18度达标的标准。去年就这样，今年还这样，多放求助无效。我希望能给我们测个进水回水温度。能不能建议以后机会暖气也走表。反应真实实况希望领导明察秋毫，同时给予我个人名字保密，谢谢。,220381
245,吉林省,四平市,公主岭市,鑫鹰热力，四季馨城小区，供暖基本不怎么烧，暖气管只保证不冻，正是供暖时间暖气只是不冰手，白天全天冰凉，供热就按照达标18度左右看齐，多一点都不烧。基本一周锅炉得坏一次说维修，晚给气，早停气，给供热打电话就说烧火了，得慢慢运行，三四天都运行不到，去年就这样，今年还如此。希望领导能为百姓解决问题。,220381
246,,,,,
247,吉林省,长春市,农安县,靠山镇居民，我们由东田物业公司管理，该负责人没有经居民同意，私自将今年居民住宅取暖费涨价每平米35元，实属天价取暖费。而且联系附近乡镇物业管理人，擅自涨价，都收35元每平米，百姓入不支出，苦不堪言，而且以前供暖期都是晚供暖、早停气。当地反馈无果。无奈之下求助求助您，给我们做主，让百姓度过一个温暖的冬天。    感谢省委书记                          求助人                               靠山镇居民,220122
248,,,,,
249,,,,,
250,,,,,
251,,,,,
252,,,,,
253,吉林省,延边朝鲜族自治州,延吉市,城市市民拍摄城市公共汽电车等相关问题。 城市公共交通是展现一个城市风采的窗口，告诉其他来往群众对于延吉城市的魅力所在。在这里，有部分市民群众想利用视频平台录制公交美景，想让更多人看到延吉拥有魅力的一面。 但是，延吉公交集团7路司机师傅态度不是太友善、公交车不可以拍摄为由不准拍摄。于是，我查阅了许多资料和相关法律规定以及《城市公共汽车和电车客运管理规定》，除长春市轨道交通外，没有任何一个规定说明不准拍摄。那这些说不准拍摄的司机师傅或车队长是以什么为根据而执行相关规定？那么为什么会出现上述情况？还会有同一车队，其它线路的司机对此表意宽厚允许拍摄的话，贵7路不允许拍请问是否说的过于强硬？关于此事请市相关部门做出一个合法的解释，希望我们市民将延吉美景展示到网络上的时候，不受阻挠。感谢市相关部门！如果说那您这不让拍那不让拍的话，请给我一个相关条例让我进行参考。 另外，本人一朋友坐太兴线路（已停运）想要拍摄被司机以“对司机影响”这种话拒绝，我表示不能理解。相反，本人一朋友乘坐东北亚阳川公交的时候，司机竟然以热烈欢迎的方式对待我们，还邀请我们常来，在此我表扬东北亚阳川的司机。同时，我不能理解，一个国有企业为何不能像民营企业一样呢？ 作为一个对外旅游的城市，您司司机的态度是否可以加强一些呢？且根据司机语气我认为是在开“气”车，贵司是否知道此事呢？,222401
254,吉林省,长春市,二道区,嘉柏湾小区业主无法外出缴纳天然气费用。拨打天然气公司咨询电话，被告知燃气网点被封，无法来小区取卡缴费，但家里燃气即将停气，无法做饭，严重影响生活，请您协助解决！,220105
255,吉林省,四平市,公主岭市,实验家园小区无缘无故停气快要一周了，家里也太冷了，进水管冰凉凉的，跟上级反映一点反应也没有。现在疫情都居家，在家里冷的都穿起来棉袄了，这种时候万一冻感冒了怎么办。请帮帮忙吧，谢谢,220381
256,,,,,
257,吉林省,吉林市,蛟河市,中医院对面美景东方B区的，我们交钱了又不是没交钱，我还怀孕了，现在疫情不能出屋天天在家里呆着， 就是希望政府能管管，不到该停气的时候凭什么停气，我们交了钱了，,220281
258,,,,,
259,,,,,
260,吉林省,通化市,辉南县,朝阳镇翰林小区在交房时，收取暖费按房本面积收取的费用（开发商收的取暖费，高度低于6米，后自己打的楼板，中空），2021年在宏鑫热力交取暖费也是按房本面积交的，2021年12月宏鑫热力又给下的通知单，让交取2020年和2021年楼上越层的取暖费，还说不交就给停气关阀，楼上报停还不给报，说要报停就得整体全报停，他们还不来实际测量楼上实际的供暖面积，越层的取暖费用和楼下的费用一样收取，这合理吗？,220523
261,,,,,
262,吉林省,长春市,德惠市,中涵名都城一位业主，自2022年2月16日左右起（具体时间不详）德惠市永青供热站停止供热，小区内群众多次找到供热公司反映仍未解决，供热站的说法是因为新换的煤不好导致供热不好，但是今天已经2月24日了仍未解决，室内温度14℃左右家里有小孩和老人确实是呆不了人，望有关部门尽快协查此事。,220183
263,,,,,
264,吉林省,白城市,,四季华城御苑居民，我小区供热忽冷忽热，天天半夜冻醒。业主打电话给供热公司（钻石热力），供热公司说给间歇性停气了，供热以18度为准。这小区的供热有很多问题，包括强迫签订合同，不签就不收钱断管等问题，希望省长能抽出宝贵时间替老百姓做主，让老百姓身体暖，心里也暖，谢谢！,220800
265,吉林省,吉林市,磐石市,烟筒山镇火车站锅炉房还没过年时断断续续总是没有暖气没有水。大年初一整天没暖气早上给一会暖气，烧好几个小时屋里刚有温度然后又停火不烧了。一白天都是冷的状态。晚上再烧又能暖和一会。被窝里插电褥子是暖和的，外面是凉的。,220284
266,吉林省,,,西兴能源有限公司（原一汽四环动能），供热温度上不来，然后动不动就维修、就养护，停止供热，这一次更可恨，从2022年1月8日晚开始到2022年1月10日 16:37分 现在还没来供暖，眼看供暖期快过了，这是要让我们自己熬过冬天，现在都不敢感冒，可这温度是真说变就变，能不能监督、督促下找个企业，让给他们负点责，或者换个负点责的供暖公司！,220000
267,黑龙江省,齐齐哈尔市,讷河市,通南镇育农小区居民，育农小区收取暖费住宅楼45元每平方商服楼65元每平方，  不交取暖费就停暖停水停气停水，  ,230281
268,黑龙江省,哈尔滨市,阿城区,全面铺设天然气管道并改造为天然气供暖，实现天然气充值制度。 优点如下: 1.居民室内自由把控供暖启停时间与温度调节，自此历年来每年的供暖不热民生大问题得到彻底解决。 2.天然气进户消除了煤气罐的安全隐患。 3.提升了哈尔滨省会城市的档次形象与幸福指数。 4.为解决环境污染做出了巨大贡献。,230112
269,,,,,
270,,,,,
271,黑龙江省,哈尔滨市,南岗区,满洲里街79居民，这里的居民从12月初挨冻至今，室内温度不到17一18度，最近几天半夜停气至零晨，每次打电话口径一致，就是不解决问题，我们交足了热费，请领导父母官帮助我们解决供热问题，治理一下供热不达标乱现像,230103
272,,,,,
273,黑龙江省,哈尔滨市,,的燃气费网上交完后为什么还得去圈存，疫情严重期间，老百姓出门太费劲了，欠费也没有提示正做饭呢说停气就停气，其他水费电费网上交完就可以了，为什么燃气公司不能想办法解决，方便百姓哪？,230100
274,黑龙江省,齐齐哈尔市,讷河市,通南镇育农小区居民，我们小区收取天价取暖费每平45元，有异意就停气，老百姓苦不堪言，求告无门，恳请省领导，百忙之中为老百姓做主，谢谢,230281
275,,,,,
276,,,,,
277,,,,,
278,黑龙江省,哈尔滨市,道里区,机场路太平镇太平村太平雅居。希望有关部门看到能管一管老百姓有苦没地方说。最高温度才17度,230102
279,黑龙江省,哈尔滨市,道外区,先锋路469-1号，供热问题严重，室温严重不达标，影响办公。诉求： 1.周末不断气。我公司所处位置为黑龙江新媒体产业园，大小企业几十家，一到周末供暖公司认为没人上班就给我们断气，周一再恢复，本来室温就不达标，周一更是冷到室温仅14度。周末值班人员完全不能办公。 2.室温达标。我公司多次反映问题，每次都是接到投诉热两天，然后又不热，维护到场人员电话给我们拉黑名单或关机不接，不真正解决问题。 3.要求平等对待。我公司所在地正常足额缴纳热费，理应受到平等对待，理应享受包烧服务。现供热公司以各种理由推诿，我公司已在此地8年，深切感受冬季包烧的差距。,230104
280,,,,,
281,,,,,
282,黑龙江省,哈尔滨市,道里区,华风江畔小区居民，最近小区张贴紧急通知声称按照全省燃气燃气设施整体改造施工，每户都需要更换燃气管道，不换的话与施工单位签协议，管道老化发生的一切后果由业主本人负责，与施工单位无关，我查了黑龙江人民政府关于全面推进城镇老旧小区改造工作的实施意见和黑龙江省城市燃气管道等老化更新改造的工作方案（2022-2025年）的通知，请相关领导协调处理一、华风江畔小区进户于2002年，住户家立管均未发现严重腐蚀和老化情况，非相关方案和通知里的急需更新改造且老化严重的2000年前老旧小区，二、施工单位不按省里的通知工作方案和规程要求对燃气设备设施进行普查和评估，就一刀切的对住户室内燃气立管切割焊接野蛮施工的问题，切割下的管道切面比新更换的管道质量都好，民生问题变成民怨问题，施工单位不按燃气公司施工公告进行普查就强制停气一周，通知换表确强制签协议换立管，大量不明外来人员入户施工，不仅存在交叉感染的风险，也增加了因停气的居民频繁外出就餐和采购的次数和频次易出现防控风险。省市领导的初心是好的，我们十分感谢，请相关部门按照工作方案和通知中的要求认真执行。,230102
283,,,,,
284,黑龙江省,绥化市,肇东市,正阳11道街北尚城一品业主  2021年冬天 室内窗户结冰一冬天、本身供暖温度就上不来、还多次停气、去华能投诉温度、华能测温确选择在中午时间段来测温、今年2022年10月中旬马上进入冬天。,231282
285,黑龙江省,哈尔滨市,南岗区,宣庆小区44栋5单元全体都不热并大网之后就更不热了，之前院里锅炉房供热也不热多次反映也无果，现在并大网之后供热投诉跟我们说大网给多少热度你们就多少热度，怎么大网到我们这是尾巴呀，一点水温都没有，要是停气的话还得交钱，我感觉不合理，屋里暖气都是自己装修花钱换的，我停热还得交停热费，这供暖还不如我自己在屋里烧炉子呢，我自己想给自己想烧多热就多热，这供暖费交的都涂壁，希望有关领导能重视。,230103
286,黑龙江省,哈尔滨市,道里区,现已开始陆续供暖了，但是我家有三个屋的我是建国街281号松苍小区四栋一单元302的居民，暖气片一直不热，拔凉拔凉滴。年初快停气之前20天左右的时候那三个屋的暖气就拔凉，一点儿不热！为此跟供暖联系过，但至今无人处理！九月份到十月份又多次拨打华能供暖公司电话，请求处理，但无人理会！现请求上级领导实地考察，帮助解决一下供暖问题！谢谢！,230102
287,黑龙江省,哈尔滨市,道外区,红旗小区(老区)15栋2单元7**室的居民，群里通知免费换燃气表，从9月30号开始停气至今己经一周了还没来换表，我去换表处问啥时候来换表，工作人员说不知道我线是临时工，领导不在。我家对门昨天己换完表了，没上我家，我已退休10年了家里天天有人。我打市民热线多次也打不通，没办法了只好打扰省领导了。,230104
288,黑龙江省,黑河市,爱辉区,中房92号楼外墙立面为瓷砖上墙，多年来雨水侵蚀导致外墙瓷砖大面积脱落。导致对周围居民生活造成严重威胁。2022年此楼进行旧房改造，但施工队只对外墙有松动部分进行了简单的处理，仍存在很大的安全隐患。居民多次与住建局和施工队沟通无果。全体居民希望对外墙立面瓷砖全部扣除，排除隐患。全区改造不能所有的房屋都按照一个标准施工，每个房子有自身的情况！得按照楼房自身情况给居民改造。 2、此次旧房改造中房92号楼还存在暖气管道、自来水管道、下水道年久失修等问题。暖气管道每年冬天都会漏水停气，给居民造成生活上的影响。下水管道与主管道年久堵塞，居民时常自费通管道。 3、施工队进场施工后给居民出示的公示牌不是本小区，指出后施工队不予改正。#人民建议#,231102
289,,,,,
290,黑龙江省,鹤岗市,,相关部门也到小区来测过温，结果是多户温度不达标。再过几个月就要到供暖期，希望上级领导提前研判，给予解决。 今年4月，宝泉岭兴汇供热公司在秀园小区张贴通知，让用户自费更换楼道暖气管道，否则下个供暖季将予以停气，我们找到兴汇供热公司，他们答复楼梯间管道总漏水，如果不自行找开发商更换，就只能居民自费承担，否则将给停气。,230400
291,黑龙江省,哈尔滨市,松北区,天辰燃气，入户检查以安全不合格需要整改，拒绝群众正常购买天然气（只卖10个字）。要求在天辰燃气购买胶管和报警器（天辰燃气产品售价过高），或者自行购买上述产品（自行购买达不到天辰燃气要求），否则拒绝售卖天然气。请问：1.强制入户安全检查，不达标拒绝售卖天然气行为是否是市委市政府的统一要求，是否有相关法律依据。2.天辰燃气售卖的报警器等安全产品是否有价格监管机制，毕竟这是民生消费品。3.天辰燃气单凭工作人员目测的安检行为是否科学规范，有没有上级监管单位。4.天辰燃气即是垄断经营者，同时又是手握权利的管理者。又定规矩又收钱的行为有没有监管单位,230109
292,黑龙江省,鹤岗市,兴山区,的居民，我们这规东北热力供暖，自从东北热力来到兴山，供暖就没达标过，年年是供热晚，停的早，今年4月初就停气，我们的取暖费一分不少的交，屋里实在是太冷了，我们才向你反应晴况，我们向各单位反应多次没有得到解决，实在是没有办法了才向你反应情况。弟一更换供暖单位，弟二给我们退费，谢谢领导了,230407
293,,,,,
294,,,,,
295,,,,,
296,内蒙古自治区,呼伦贝尔市,满洲里市,街62号5单元501，4月11日，外面很冷，家里暖气停气，说不过去，打供暖投诉电话，没人接,150781
297,,,,,
298,,,,,
299,,,,,
300,,,,,
301,黑龙江省,哈尔滨市,道里区,建国街281号松苍小区开始停气了，我家是一单元的居民，年年交取暖费，这停气的日子应该是4月中旬4月15号啊！怎么我家朝阳面的两个屋暖气温乎，其余厨房的暖气、另一个卧室的暖气还有厕所的暖气冰冰凉，什么情况啊？疫情实在太严重，上次反应情况后没敢让工作人员来，但也没啥改善，这咋又给我们停气了呢！真让人生气！后来我家邻居也反应他家暖气有一个屋也拔拔凉，请求上级领导查实木并给予我们老百姓帮助，冻的都快感冒了,230102
302,,,,,
303,黑龙江省,鹤岗市,,的领导解决这个供暖问题！,230400
304,,,,,
305,黑龙江省,鹤岗市,兴山区,的祥瑞花园的居民，要求撤换东北热力供暖公司，这三年来，供暖晚，停气早，供暖期间也达不到供暖温度。,230407
306,黑龙江省,鹤岗市,兴山区,祥瑞花园居民，要求撤换东北热力供暖公司，三年来供气晚，停气早，供暖一直不好，屋里很冷，我们希望把东北热力供暖撤换掉，肯请市长为我们解决这个难题。谢谢,230407
307,,,,,
308,黑龙江省,鹤岗市,萝北县,江滨农场的农民，现在正是冷的时候以没煤为借口给我们停气两天。我请问这时候屋里十五六度能不能呆住人？每年秋天和春天都不好好烧，收钱到积极。秋天我们屋里不热时找他们反应，他们不是说我们该清洗地热就是说我们网堵了，从来不说他们不好好烧。现在煤贵你们不好好烧，前几年煤便宜时你们也没有好好烧啊？也没有给我们退烧啊。现在三月天我们穿棉裤在屋里都冷，晚上不插电褥子都睡不了觉。,230421
309,辽宁省,朝阳市,,小区12号楼居民，向领导反应一下供热情况，一冬天经常停气，而今天是2022年3月19号，又停气了，屋里很冷，老年人都感冒了，没人管,211300
310,贵州省,安顺市,,书记在百忙中能过问解决一下老百姓住暖屋子的问题.,520400
311,,,,,
312,,,,,
313,黑龙江省,哈尔滨市,南岗区,复兴街13号楼暖气停气，暖气水温拔凉。每年供暖期，投诉的这么多，政府要从根本上解决这个问题，这个问题都解决不了，不知道政府还能干啥？哈尔滨还有啥发展可言！建议全省范围内每年所有住户对供暖公司评价，评分低的自然被淘汰出局。,230103
