replyID,replyDate,reply_object,replyInfoHead,typeNameD,stateInfo,single_url,province,city,county
16664650,2022-11-19 01:48:00,黑龙江省双鸭山市友谊县委书记,城镇道路气喇叭使用不规范,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16664650&from=search,黑龙江省,双鸭山市,友谊县
16649330,2022-11-17 19:34:00,黑龙江省黑河市委书记李锡文,嫩江供暖问题,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16649330&from=search,黑龙江省,黑河市,
16505095,2022-11-06 22:00:00,黑龙江省哈尔滨市市长张起翔,华风江畔小区非老旧小区确要求必须更换燃气管线,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16505095&from=search,黑龙江省,哈尔滨市,
16469801,2022-11-04 00:25:00,黑龙江省省长梁惠玲,室内停气两天，维修管道,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16469801&from=search,黑龙江省,,
16420167,2022-10-30 09:06:00,黑龙江省省长梁惠玲,肇东市华能供暖不达标,室内温度,地热不热 投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=16420167&from=search,黑龙江省,,
16349815,2022-10-22 09:25:00,黑龙江省委书记许勤,供热投诉,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16349815&from=search,黑龙江省,,
16333853,2022-10-20 10:28:00,黑龙江省哈尔滨市道里区委书记,室内暖气不热，多次拨打供暖电话请求处理没人理,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16333853&from=search,黑龙江省,哈尔滨市,道里区
16200243,2022-10-05 01:22:00,黑龙江省省长梁惠玲,投诉中庆燃气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16200243&from=search,黑龙江省,,
15570413,2022-07-27 21:54:00,黑龙江省黑河市爱辉区委书记,反映黑河市爱辉区中房92号楼外墙改造问题,建言,待回复,http://liuyan.people.com.cn/threads/content?tid=15570413&from=search,黑龙江省,黑河市,爱辉区
15278218,2022-06-30 10:23:00,黑龙江省委书记许勤,道里区康安小区经常性停水，且事前事后告知,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15278218&from=search,黑龙江省,,
15229732,2022-06-26 21:44:00,黑龙江省鹤岗市市长王兴柱,宝泉岭兴汇供暖长期不达标,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15229732&from=search,黑龙江省,鹤岗市,
14883922,2022-05-27 22:30:00,黑龙江省哈尔滨市委书记张安顺,燃气报警器胶管定价偏高，强制安检否则停气,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=14883922&from=search,黑龙江省,哈尔滨市,
14424142,2022-04-29 07:41:00,黑龙江省省长梁惠玲,兴山区供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14424142&from=search,黑龙江省,,
14304490,2022-04-24 00:15:00,黑龙江省鹤岗市市长王兴柱,东北热力三年内供热不达标要求退款,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14304490&from=search,黑龙江省,鹤岗市,
14203308,2022-04-17 07:43:00,黑龙江省哈尔滨市香坊区委书记,汇龙拾光里小区入户8个多月燃气未开通,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14203308&from=search,黑龙江省,哈尔滨市,香坊区
14099632,2022-04-11 12:21:00,黑龙江省佳木斯市委书记王秋实,璞院高层，低楼层区热化不热不达标,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14099632&from=search,黑龙江省,佳木斯市,
14096565,2022-04-11 07:13:00,黑龙江省哈尔滨市南岗区委书记,南岗区满洲里街62号投诉暖气停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14096565&from=search,黑龙江省,哈尔滨市,南岗区
14087627,2022-04-10 18:34:00,黑龙江省委书记许勤,鹤岗市东北热力供暖相关问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14087627&from=search,黑龙江省,,
14046127,2022-04-06 22:55:00,黑龙江省绥化市青冈县委书记,供暖不达标,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=14046127&from=search,黑龙江省,绥化市,青冈县
14038980,2022-04-06 06:38:00,黑龙江省双鸭山市市长宫镇江,时代新城小区二期不供热问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14038980&from=search,黑龙江省,双鸭山市,
13992984,2022-04-01 10:04:00,黑龙江省委书记许勤,供暖停气是什么时间,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13992984&from=search,黑龙江省,,
13981888,2022-03-31 11:00:00,黑龙江省哈尔滨市道里区委书记,哈尔滨市道里区建国街281号3月28日停气了,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13981888&from=search,黑龙江省,哈尔滨市,道里区
13958711,2022-03-29 19:21:00,黑龙江省鹤岗市市长王兴柱,诉求东北热力供暖期不达标提前一个多月停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13958711&from=search,黑龙江省,鹤岗市,
13952913,2022-03-29 04:21:00,黑龙江省鹤岗市兴山区委书记,兴山自然之家供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13952913&from=search,黑龙江省,鹤岗市,兴山区
13951588,2022-03-29 02:41:00,黑龙江省绥化市市长孙飚,冬天供暖不达标，开春没到日期就停气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=13951588&from=search,黑龙江省,绥化市,
13934916,2022-03-27 20:34:00,黑龙江省鹤岗市市长王兴柱,我是兴山区祥瑞花园的居民，东北要求撤换东北热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13934916&from=search,黑龙江省,鹤岗市,
13929756,2022-03-27 04:06:00,黑龙江省鹤岗市市长王兴柱,我们兴山祥瑞花园居民，要求撤换东北热力公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13929756&from=search,黑龙江省,鹤岗市,
13908253,2022-03-25 01:50:00,黑龙江省鹤岗市兴山区委书记,兴山区东风街这一片暖气不热！谁来管！,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13908253&from=search,黑龙江省,鹤岗市,兴山区
13840023,2022-03-19 04:18:00,黑龙江省委书记许勤,供暖站,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13840023&from=search,黑龙江省,,
13834960,2022-03-18 18:17:00,黑龙江省大兴安岭地区大兴安岭地委书记徐向国,一冬天暖气不热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13834960&from=search,黑龙江省,大兴安岭地区,
13799350,2022-03-15 21:31:00,黑龙江省哈尔滨市委书记张安顺,香林名苑小区3月就开始停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13799350&from=search,黑龙江省,哈尔滨市,
13780009,2022-03-14 04:54:00,黑龙江省哈尔滨市委书记张安顺,复兴街13号供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13780009&from=search,黑龙江省,哈尔滨市,
13777399,2022-03-14 01:05:00,黑龙江省哈尔滨市南岗区委书记,投诉南岗区鼎盛热力,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13777399&from=search,黑龙江省,哈尔滨市,南岗区
13774108,2022-03-13 20:47:00,黑龙江省委书记许勤,暖气水温拔凉，停止供暖！,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13774108&from=search,黑龙江省,,
13749647,2022-03-11 04:00:00,黑龙江省哈尔滨市道里区委书记,实名投诉威立雅供暖不热,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13749647&from=search,黑龙江省,哈尔滨市,道里区
13718973,2022-03-09 03:58:00,黑龙江省委书记许勤,哈尔滨市道外区北棵小区不到时间开始停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13718973&from=search,黑龙江省,,
13674896,2022-03-06 20:59:00,黑龙江省齐齐哈尔市龙沙区委书记,阳光热力公司供热极差,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=13674896&from=search,黑龙江省,齐齐哈尔市,龙沙区
13197572,2022-02-19 22:34:00,黑龙江省哈尔滨市道外区委书记,提前停气，居民市内温度14℃,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13197572&from=search,黑龙江省,哈尔滨市,道外区
12914571,2022-02-15 08:58:00,黑龙江省省长梁惠玲,哈投集团供热不达标，无人解决,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12914571&from=search,黑龙江省,,
12908099,2022-02-14 21:00:00,黑龙江省哈尔滨市委书记张安顺,小区温度才15°到18°严重不达标，安埠小区,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12908099&from=search,黑龙江省,哈尔滨市,
12907433,2022-02-14 19:54:00,黑龙江省委书记许勤,安埠小区今冬因维修管道等原因长期擅自停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12907433&from=search,黑龙江省,,
12851121,2022-02-08 08:13:00,黑龙江省齐齐哈尔市委书记王刚,北京壹号院,大年初八停电停气停水,投诉/求助 已办理,http://liuyan.people.com.cn/threads/content?tid=12851121&from=search,黑龙江省,齐齐哈尔市,
12790921,2022-01-29 10:00:00,黑龙江省哈尔滨市双城区委书记,过年了，单单给运华小区停气吗,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12790921&from=search,黑龙江省,哈尔滨市,双城区
12789125,2022-01-29 06:25:00,黑龙江省委书记许勤,兴汇供暖站不供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12789125&from=search,黑龙江省,,
12660172,2022-01-16 20:46:00,黑龙江省委书记许勤,室内温度自供暖以来未超过18度,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12660172&from=search,黑龙江省,,
12628350,2022-01-13 13:34:00,黑龙江省佳木斯市汤原县委书记,汤原县世纪家园供热问题,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=12628350&from=search,黑龙江省,佳木斯市,汤原县
12470392,2022-01-02 20:34:00,黑龙江省委书记许勤,香坊区鑫玛热力供暖问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12470392&from=search,黑龙江省,,
12462175,2022-01-01 19:25:00,黑龙江省哈尔滨市香坊区委书记,投诉香坊区供水公司元旦1月1日停水,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=12462175&from=search,黑龙江省,哈尔滨市,香坊区
12993477,2022-02-17 17:37:00,上海市委书记陈吉宁,超大城市老旧小区的便民治理和升级改造,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=12993477&from=search,上海市,,
16748015,2022-11-26 09:13:00,江苏省徐州市市长王剑锋,鼓楼区和园爱家供暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16748015&from=search,江苏省,徐州市,
16086792,2022-09-21 22:14:00,江苏省委书记信长星,开发商物业串通一气不让业主回家,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16086792&from=search,江苏省,,
15669802,2022-08-08 07:34:00,江苏省省长许昆林,地铁北延线和燕路快速化改造对居民生命财产安全,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15669802&from=search,江苏省,,
15669173,2022-08-08 06:01:00,江苏省省长许昆林,快速化道路建设与地铁施工导致房屋开裂,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15669173&from=search,江苏省,,
15668340,2022-08-08 04:38:00,江苏省省长许昆林,地铁和快速路建设导致房屋开裂，无人解决,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15668340&from=search,江苏省,,
15668091,2022-08-08 04:12:00,江苏省省长许昆林,由于地铁施工房屋出现裂缝，投诉无门,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15668091&from=search,江苏省,,
15667901,2022-08-08 03:52:00,江苏省省长许昆林,因地铁施工房屋开裂，投诉无门,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=15667901&from=search,江苏省,,
13409763,2022-02-23 09:01:00,江苏省徐州市泉山区委书记,南山庭院、风华南苑等小区供暖中断,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13409763&from=search,江苏省,徐州市,泉山区
17132327,2023-01-11 01:14:00,浙江省温州市委书记刘小涛,要求华润燃气解释为何多次擅自停气，并赔偿损失,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17132327&from=search,浙江省,温州市,
14795333,2022-05-20 22:16:00,浙江省杭州市富阳区委书记,安装天然气报警器价格太贵,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14795333&from=search,浙江省,杭州市,富阳区
17127627,2023-01-10 08:36:00,安徽省淮南市委书记任泽锋,淮南中燃，多次停气，希望政府出面处理！,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17127627&from=search,安徽省,淮南市,
16903469,2022-12-12 06:51:00,安徽省亳州市委书记杜延安,投诉涡阳海特燃气公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16903469&from=search,安徽省,亳州市,
16893787,2022-12-11 02:32:00,安徽省淮南市市长张志强,中燃不按合同履行程序，业主正常供暖得不到保证,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16893787&from=search,安徽省,淮南市,
16893502,2022-12-11 01:42:00,安徽省委书记郑栅洁,三年暖气温度不达标，且年年出现供暖故障,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=16893502&from=search,安徽省,,
16891798,2022-12-10 21:15:00,安徽省芜湖市委书记单向前,芜湖市老旧小区燃气管网改造管道的入户钻孔问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16891798&from=search,安徽省,芜湖市,
16644132,2022-11-17 05:21:00,安徽省委书记郑栅洁,海特燃气侵犯群众利益,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16644132&from=search,安徽省,,
16538869,2022-11-09 02:53:00,安徽省合肥市委书记虞爱华,违章停车,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16538869&from=search,安徽省,合肥市,
16359951,2022-10-23 22:56:00,安徽省安庆市太湖县委书记,燎原加气站什么时候可以加气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16359951&from=search,安徽省,安庆市,太湖县
16331659,2022-10-20 05:35:00,安徽省安庆市宿松县委书记,佐坝乡七美无证园问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16331659&from=search,安徽省,安庆市,宿松县
16150220,2022-09-28 04:46:00,安徽省亳州市涡阳县委书记,中央公馆小区物业乱收费开发商强租车位20年,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16150220&from=search,安徽省,亳州市,涡阳县
15867728,2022-08-30 06:39:00,安徽省省长王清宪,情况反映,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15867728&from=search,安徽省,,
15628105,2022-08-03 04:15:00,安徽省阜阳市界首市委书记,界首市海特燃气垄断行为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15628105&from=search,安徽省,阜阳市,界首市
15545735,2022-07-25 06:39:00,安徽省合肥市庐阳区委书记,淮河路停车场工作人员态度恶劣，停车场每天吵架,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15545735&from=search,安徽省,合肥市,庐阳区
14961676,2022-06-03 08:23:00,安徽省六安市裕安区委书记,六安市裕安区独山镇燃气问题,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=14961676&from=search,安徽省,六安市,裕安区
14925643,2022-05-31 06:52:00,安徽省合肥市市长罗云峰,蜀山区国购苑小区物业违法经营,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14925643&from=search,安徽省,合肥市,
14791467,2022-05-20 09:51:00,安徽省宿州市砀山县委书记,砀山华润燃气强制安装燃气报警器欺行霸市,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14791467&from=search,安徽省,宿州市,砀山县
14160013,2022-04-15 11:18:00,安徽省委书记郑栅洁,淮北华润燃气公司捆绑消费,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14160013&from=search,安徽省,,
14157872,2022-04-15 09:18:00,安徽省合肥市委书记虞爱华,小区什么时候能安装然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14157872&from=search,安徽省,合肥市,
13818136,2022-03-17 05:26:00,安徽省省长王清宪,关于紫金山庄小区内部车位被霸占问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=13818136&from=search,安徽省,,
15527065,2022-07-22 09:31:00,福建省龙岩市上杭县委书记,建设路冠超市门前地摊人员占道经营（危险品）,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15527065&from=search,福建省,龙岩市,上杭县
17172221,2023-01-17 10:18:00,山东省委书记林武,临清市魏湾镇辛道庄村没有天然气，,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17172221&from=search,山东省,,
17168005,2023-01-16 21:22:00,山东省委书记林武,天然气问题,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17168005&from=search,山东省,,
17161277,2023-01-15 19:28:00,山东省省长周乃翔,君悦府暖气不热，多次反映当地政府不作为,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17161277&from=search,山东省,,
17156145,2023-01-14 18:48:00,山东省委书记林武,关于黄务金苹果燃气疑问,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17156145&from=search,山东省,,
17122578,2023-01-09 22:06:00,山东省济南市济阳区委书记,天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17122578&from=search,山东省,济南市,
17112868,2023-01-08 23:15:00,山东省委书记林武,解决小区目前最基本生活设施,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17112868&from=search,山东省,,
17101435,2023-01-06 23:12:00,山东省聊城市委书记李长萍,天然气管道建议整改埋地下,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=17101435&from=search,山东省,聊城市,
17100162,2023-01-06 19:27:00,山东省委书记林武,燃气限购停气,投诉/求助,办理中,http://liuyan.people.com.cn/threads/content?tid=17100162&from=search,山东省,,
17098474,2023-01-06 08:14:00,山东省聊城市委书记李长萍,暖气太冷,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17098474&from=search,山东省,聊城市,
17097791,2023-01-06 06:37:00,山东省委书记林武,山东聊城莘县天然气停气一个多月无人管,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17097791&from=search,山东省,,
17097736,2023-01-06 06:32:00,山东省聊城市委书记李长萍,莘县中燃燃气停气一个多月了,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17097736&from=search,山东省,聊城市,
17090102,2023-01-05 06:12:00,山东省聊城市冠县县委书记,中燃公司燃气不足造成取暖困难,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17090102&from=search,山东省,聊城市,冠县
17057269,2022-12-30 23:19:00,山东省德州市委书记田卫东,天然气公司随意停止天然气供应,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17057269&from=search,山东省,德州市,
17056205,2022-12-30 19:57:00,山东省聊城市冠县县委书记,冠县万善乡前万善村停水，停天然气,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=17056205&from=search,山东省,聊城市,冠县
17013131,2022-12-25 04:56:00,山东省聊城市莘县县委书记,天然气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17013131&from=search,山东省,聊城市,莘县
16988284,2022-12-22 20:56:00,山东省聊城市临清市委书记,天然气供给不正常（刘垓子镇左桥村）,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16988284&from=search,山东省,聊城市,临清市
16981876,2022-12-22 08:20:00,山东省聊城市市长张百顺,天然气停气问题,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16981876&from=search,山东省,聊城市,
16943307,2022-12-18 04:18:00,山东省济南市济阳区委书记,济南奥德燃气随意停气区别对待,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16943307&from=search,山东省,济南市,
16940180,2022-12-17 18:16:00,山东省省长周乃翔,聊城市中燃天然气停气，导致基本民生保障不了,建言,已办理,http://liuyan.people.com.cn/threads/content?tid=16940180&from=search,山东省,,
16876121,2022-12-08 20:08:00,山东省济南市济阳区委书记,天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16876121&from=search,山东省,济南市,
16803175,2022-12-01 05:27:00,山东省委书记林武,聊城市莘县中燃无故停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16803175&from=search,山东省,,
16712566,2022-11-23 05:21:00,山东省济南市平阴县委书记,港华燃气收费违规,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16712566&from=search,山东省,济南市,平阴县
16687577,2022-11-21 03:46:00,山东省济南市商河县委书记,关于龙桑寺镇天然气自七月份停气至今的求助,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16687577&from=search,山东省,济南市,商河县
16512913,2022-11-07 06:11:00,山东省济南市商河县委书记,农村天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16512913&from=search,山东省,济南市,商河县
16496784,2022-11-06 05:08:00,山东省德州市齐河县委书记,赵官锦川社区天然气停供，村民无法正常供暖生活,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16496784&from=search,山东省,德州市,齐河县
16447967,2022-11-02 01:57:00,山东省德州市武城县委书记,郝王庄镇格林春天小区停天然气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16447967&from=search,山东省,德州市,武城县
16309481,2022-10-17 23:41:00,山东省济南市委书记刘强,章丘中燃公司强制用户更换燃气灶,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16309481&from=search,山东省,济南市,
16204027,2022-10-05 20:14:00,山东省青岛市即墨区委书记,西元庄社区今早上突然停电原因,咨询,待回复,http://liuyan.people.com.cn/threads/content?tid=16204027&from=search,山东省,青岛市,即墨市
15522204,2022-07-22 01:34:00,山东省委书记林武,220国道维修连续挖断燃气管道吃饭成了问,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15522204&from=search,山东省,,
15471730,2022-07-17 23:32:00,山东省聊城市莘县县委书记,十八里铺镇农村停供天然气50天咨询,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=15471730&from=search,山东省,聊城市,莘县
15454189,2022-07-16 01:00:00,山东省菏泽市市长张伦,领奖帅府,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15454189&from=search,山东省,菏泽市,
15342371,2022-07-06 01:29:00,山东省委书记林武,天然气断气一个月！求解决！聊城市莘县董杜庄镇,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15342371&from=search,山东省,,
15249150,2022-06-28 04:44:00,山东省潍坊市坊子区委书记,坊子区华润燃气乱收费，私自扣除燃气表余额,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15249150&from=search,山东省,潍坊市,坊子区
15206575,2022-06-24 07:17:00,山东省聊城市委书记李长萍,朝城镇无故燃气停了近一个月,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15206575&from=search,山东省,聊城市,
15186767,2022-06-22 21:04:00,山东省省长周乃翔,莘县十八里铺杨河口村无故停气三周严重影响民生,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15186767&from=search,山东省,,
15176983,2022-06-22 00:35:00,山东省聊城市莘县县委书记,关于朝城镇10几天停天然气事宜,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15176983&from=search,山东省,聊城市,莘县
15175729,2022-06-21 23:13:00,山东省委书记林武,山东莘县无故停气三周严重影响民生,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15175729&from=search,山东省,,
15162704,2022-06-20 22:57:00,山东省烟台市委书记江成,投诉烟台新奥燃气不为用考虑,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15162704&from=search,山东省,烟台市,
15161962,2022-06-20 22:14:00,山东省聊城市委书记李长萍,莘县十八里铺杨河口村无故停气三周严重影响民生,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15161962&from=search,山东省,聊城市,
15058159,2022-06-11 22:25:00,山东省聊城市莘县县委书记,莘县中燃无故停气十多天,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=15058159&from=search,山东省,聊城市,莘县
14938276,2022-06-01 06:09:00,山东省聊城市委书记李长萍,高唐县清平镇25个村庄停气20天无人管,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14938276&from=search,山东省,聊城市,
14912467,2022-05-30 08:14:00,山东省聊城市莘县县委书记,投诉关于雅淡里村10几天停天然气事宜。,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14912467&from=search,山东省,聊城市,莘县
14860268,2022-05-26 01:40:00,山东省德州市平原县委书记,王风楼镇东方家园小区无故停气三年多,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14860268&from=search,山东省,德州市,平原县
14858547,2022-05-25 23:27:00,山东省东营市市长陈必昌,不欠费燃气费，为何停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14858547&from=search,山东省,东营市,
14547296,2022-05-07 12:17:00,山东省青岛市市长赵豪志,因为补偿不合理没同意签协议，要停气和福利,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14547296&from=search,山东省,青岛市,
14048412,2022-04-07 01:50:00,山东省青岛市黄岛区委书记,请领导给我们一片良好的生存环境,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=14048412&from=search,山东省,青岛市,黄岛区
13393841,2022-02-23 03:33:00,山东省委书记林武,山东菏泽曹县普连集镇我平楼新村，,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=13393841&from=search,山东省,,
12890350,2022-02-12 09:44:00,山东省委书记林武,找领导投诉淄博开创热力有限公司淄川分公司,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12890350&from=search,山东省,,
12758413,2022-01-26 00:38:00,山东省潍坊市委书记江敦涛,城建规划,咨询,已办理,http://liuyan.people.com.cn/threads/content?tid=12758413&from=search,山东省,潍坊市,
12686353,2022-01-19 02:00:00,山东省委书记林武,雪野湖没有拆迁的别墅停水停电停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=12686353&from=search,山东省,,
17198025,2023-01-25 07:52:00,河南省平顶山市代理市长李明俊,诚朴路北段乱停车现象严重,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17198025&from=search,河南省,平顶山市,
17191146,2023-01-22 08:15:00,河南省焦作市山阳区委书记,供暖问题,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17191146&from=search,河南省,焦作市,山阳区
17164660,2023-01-16 04:59:00,河南省长垣市委书记范文卿,天然气,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17164660&from=search,河南省,,
17154297,2023-01-14 06:10:00,河南省许昌市禹州市委书记,名亨城市花园暖气不热,投诉/求助,待回复,http://liuyan.people.com.cn/threads/content?tid=17154297&from=search,河南省,许昌市,禹州市
17151908,2023-01-13 22:00:00,河南省商丘市委书记李国胜,睢县西苑社区物业私自涨物业费,建言,办理中,http://liuyan.people.com.cn/threads/content?tid=17151908&from=search,河南省,商丘市,
17095174,2023-01-06 00:46:00,河南省委书记楼阳生,郑州冬暖热力故意停暖,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=17095174&from=search,河南省,,
16942094,2022-12-18 00:30:00,河南省濮阳市濮阳县委书记,濮阳通用绿能燃气公司，越秀樟园物业不作为,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16942094&from=search,河南省,濮阳市,濮阳县
16936791,2022-12-17 01:07:00,河南省焦作市山阳区委书记,老焦大家属院暖气经常性突然停气,投诉/求助,已办理,http://liuyan.people.com.cn/threads/content?tid=16936791&from=search,河南省,焦作市,山阳区
